지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2)
133,대전,2013-06,23.9,28.8,19.8,32,12.8,162.6,73.9,1.5,7.9,11.7,213.9,48.84,624.08
133,대전,2013-07,26.8,30.1,24,33.2,21.9,218.7,63.4,1.9,7.5,12.5,153.1,34.37,478.41
133,대전,2013-08,27.8,32.1,24.2,35,19,126.6,41.9,1.5,8.1,14.5,260.9,62.22,618.27
133,대전,2013-09,21.4,26.1,17.6,29.9,9.6,146.4,46,1.2,8.1,15.9,193.6,51.97,468.12
133,대전,2013-10,15.5,21.7,10.4,28.3,3.4,19.6,15.1,1.4,7,11.1,242.2,69.34,455.33
133,대전,2013-11,6.7,12,2.3,22.1,-4.5,63.1,15.5,1.4,8.1,14.3,178.2,57.84,286.05
133,대전,2013-12,1.3,5.9,-2.8,13,-8.6,32.8,15.6,1.4,7.4,14.1,176.2,58.38,259.05
133,대전,2014-01,-.1,5.9,-5.2,11.3,-10.6,6.5,3.6,1.2,5.8,12.7,188.9,60.86,297.44
133,대전,2014-02,2.7,8.3,-1.9,15.6,-10.7,8.5,6.3,1.6,6.1,9.9,147.7,48.55,322.74
133,대전,2014-03,8.3,13.9,3,25.7,-4.5,67.2,33.3,1.7,8,13.7,220.2,59.35,491.93
133,대전,2014-04,14.3,21.1,8.2,27.2,.3,59.4,24.2,1.7,6.6,11.5,225,57.14,576.59
133,대전,2014-05,19.4,25.9,13.3,33.3,5.7,49.7,17,2,10.1,15.7,307.8,70.4,784.28
133,대전,2014-06,22.9,27.7,18.9,31.1,16.5,143.7,45.2,1.7,9.2,15.9,201,45.9,605.21
133,대전,2014-07,25.9,30.2,22.5,34.9,19.3,177.2,85.5,1.6,8.1,15.6,183.1,41.11,562.78
133,대전,2014-08,24.2,27.8,21.4,31.8,18.6,240.9,45.4,1.6,9,15.3,126.3,30.12,423.95
133,대전,2014-09,21.6,26.9,17.1,31.1,12.9,118,67.3,1.3,6.1,10.1,206.2,55.3,504.35
133,대전,2014-10,14.9,21.2,9.5,27.1,2.5,169.4,74.3,1.4,7,12.3,237,67.75,451.6
133,대전,2014-11,8.5,13.9,4,18.1,-2,40.7,21.3,1.2,6.6,11.9,165.4,53.68,279.19
133,대전,2014-12,-1.3,3.4,-5.5,10.1,-10.5,36.5,8.3,1.4,7.8,16.8,169.7,56.21,250.9
133,대전,2015-01,0,5,-4.4,10.3,-9.9,31.5,9.7,1.3,5.8,12.6,165.5,53.37,278.88
133,대전,2015-02,1.9,7.2,-2.4,12.4,-12.4,27,17,1.7,7.4,13.7,168.2,55.31,330.1
133,대전,2015-03,7.2,14.3,.6,23.4,-6,44.7,37.4,1.7,7.4,13.7,264.2,71.29,568.51
133,대전,2015-04,13.3,19.3,7.8,27,3.3,95.2,20.1,1.9,9.1,16.5,179.3,45.58,492.2
133,대전,2015-05,19.5,26,13,32.1,5.7,28.9,10.9,1.6,7.5,13.1,297.3,68.03,769.22
133,대전,2015-06,23.4,28.9,18.5,35,13.5,119.8,66.9,1.5,6.7,11.6,220,50.26,643.91
133,대전,2015-07,25.4,29.5,22.1,34.3,16.5,145.6,31.8,1.8,8.5,14.4,188.9,42.4,555.59
133,대전,2015-08,26.4,31.2,22.6,36.3,18.7,51.6,35.2,1.5,5.5,10,228.5,54.48,598.8
133,대전,2015-09,21.7,27.7,16.5,31.3,12.8,18.5,13.5,1.6,8.1,11.6,241.6,64.75,547.91
133,대전,2015-10,15.5,22,10.1,26.7,-.1,94.1,49.8,1.4,6,13.2,249.2,71.24,460.07
133,대전,2015-11,10.1,13.8,6.9,21.4,-2.3,126.1,30.7,1.3,5.7,10.4,74.5,24.18,183.98
133,대전,2015-12,3.1,7.9,-.8,14.2,-7.6,39.7,10.3,1.2,5.6,14.2,140.7,46.6,229.13
133,대전,2016-01,-1.3,3.6,-5.4,14.1,-17,11.6,3.8,1.3,6.9,14.2,181.1,58.44,282.85
133,대전,2016-02,1.5,7,-3.3,18.7,-9.7,45.8,16.8,1.7,6.2,12.3,195.5,62.04,359.78
133,대전,2016-03,7.5,14.1,1.6,22.9,-7.5,40.3,26.7,1.5,7.9,12.7,238.3,64.16,537.44
133,대전,2016-04,14.8,21.5,8.9,29.2,4.8,154.9,37.2,1.7,7.7,14.7,219.7,55.73,587.62
133,대전,2016-05,19.8,26.4,13.5,31.3,9.2,85.1,25.7,1.7,7.4,14.8,289.4,66.1,759.29
133,대전,2016-06,23.7,28.7,19.2,32,14.6,62.5,43.3,1.6,5.9,10.4,221.9,50.69,643.42
133,대전,2016-07,26.6,30.7,23.1,34.7,20,367.9,179.1,1.6,6.6,12.3,202.9,45.55,578.85
133,대전,2016-08,27.9,33.2,23.5,37.6,15.8,57.4,17.2,1.4,6.4,12.3,256,61.11,633.3
133,대전,2016-09,22.4,26.6,19,31.5,12.8,196,97.8,1.3,6.6,12.4,146.8,39.43,415.88
133,대전,2016-10,15.7,20.6,12,27.9,1.2,122.6,32.3,1.4,6.7,11.5,149.9,42.95,351.9
133,대전,2016-11,7.2,12.8,2.4,21.9,-4.9,29.5,8.7,1.2,6.4,11,179.2,58.3,296.47
133,대전,2016-12,2.5,7.6,-2,14.8,-8.3,54.8,20.5,1.3,6.6,12.2,159.4,52.82,250.29
133,대전,2017-01,-.4,5,-5.1,14.8,-11.8,15,5.7,1.5,7.9,11.1,191.4,61.64,317.33
133,대전,2017-02,1.2,7.2,-4.2,15.5,-9,42,17.5,1.6,6.9,12.2,213.2,70.04,397.95
133,대전,2017-03,6.8,13.4,.9,19.5,-3.7,11.6,3.9,1.6,8.2,13,247.6,66.68,550.58
133,대전,2017-04,14.5,21.1,8.5,28.6,1.9,77.7,26.8,1.9,7.9,14.9,268.3,68.08,649.01
133,대전,2017-05,19.6,26.3,13.5,30.7,10.5,29.3,11,1.8,7.9,13.8,303,69.27,761.27
133,대전,2017-06,23.3,29.4,17.8,34.8,12,35.3,12.2,1.7,6.1,12,276.1,63.04,730.94
133,대전,2017-07,27.1,30.7,24.2,34,22.3,434.5,69.9,1.7,9.9,17,146,32.78,486.61
133,대전,2017-08,26,30.1,22.6,35.9,16,293.8,65,1.5,6.4,11.4,194.6,46.42,553
133,대전,2017-09,21.1,26.3,16.5,29.2,9.8,111.4,77,1.4,6.9,12.2,223.9,60.11,537.02
133,대전,2017-10,15.4,20.8,10.9,27,.4,28.3,16.5,1.2,7.4,10.4,191.3,54.77,406.7
133,대전,2017-11,6.4,12.3,1,20.8,-5.8,15.1,5.9,1.4,7.2,13.1,195.3,63.43,321.62
133,대전,2017-12,-.4,4.7,-4.9,12.8,-11.4,33.5,21.4,1.4,5.6,11,181.3,60.07,242.01
133,대전,2018-01,-2.5,2.4,-6.6,11,-16.3,23.9,11.2,1.3,5.7,11.4,180.2,58.04,206.12
133,대전,2018-02,-.4,5.6,-5.7,13.1,-13.9,40.5,35,1.6,7.3,14.8,203,66.73,239.65
133,대전,2018-03,8.7,14.9,3.1,24.2,-6.2,108.4,22,1.8,8.8,14.7,202.6,54.61,491.91
133,대전,2018-04,13.9,20.3,7.8,30,.8,155.3,38.9,2,9,16.1,234,59.42,523.88
133,대전,2018-05,19.2,24.7,14,31,7.8,95.9,23.4,1.8,6.8,14.1,226.4,51.78,665.57
133,대전,2018-06,23.6,29.1,18.8,33.8,15.8,115.8,50.4,1.7,6.5,11.8,232.3,53.05,683.76
133,대전,2018-07,27.9,32.4,24,37.3,17.5,226.9,119.9,1.5,6.3,10.4,254.8,57.21,666.2
133,대전,2018-08,29,33.7,25,39.4,19.5,408.6,140,1.9,8.1,12.7,220.5,52.59,599.59
133,대전,2018-09,21.2,25.7,17.3,29.8,9.9,149.4,89.8,1.6,6.2,11.4,196.7,52.75,492.13
133,대전,2018-10,13,18.9,8.2,25.6,1.5,133.9,60,1.2,7.1,14,224.2,64.15,443.03
133,대전,2018-11,8,14.1,3.2,19.4,-2.3,49.8,37.1,.9,5.2,14.3,177.1,57.48,297.3
133,대전,2018-12,.6,5.8,-3.9,15,-11.1,33.7,16.8,1.2,5.6,11.3,190.3,63.05,279.97
135,추풍령,2010-01,-2.9,1.8,-7.3,11.1,-12.9,22.5,7,3.8,10.1,17.4,187.8,60.44,305.33
135,추풍령,2010-02,1.1,5.5,-3.2,18,-11,72.6,24.5,2.7,9.5,15.7,138.5,45.5,285.02
135,추풍령,2010-03,4.1,8.4,-.1,20.5,-5.5,88.6,20.5,3.5,12,20.1,123.4,33.27,352.17
135,추풍령,2010-04,9.2,14.8,3.3,24.8,-3.7,54.6,16,3.3,12.2,20.7,181.8,46.19,506.38
135,추풍령,2010-05,16.7,23.1,9.8,30.2,2.9,115.3,42,2.6,9,14.6,233.6,53.48,639.48
135,추풍령,2010-06,21.9,27.9,16.1,31,5.7,38.2,16.5,1.9,7.7,11.2,216.3,49.46,645.2
135,추풍령,2010-07,24.5,28.8,20.9,33.1,16.8,201.7,90.5,1.9,7.3,11.4,123.9,27.82,494.41
135,추풍령,2010-08,25.8,30,22.9,33.8,19.9,443.2,101.5,1.7,8.3,15.5,113.4,27.05,435.26
135,추풍령,2010-09,20.4,25.9,16.4,31.4,6.5,150,46,1.8,8.3,14.7,140,37.55,421.14
135,추풍령,2010-10,13,18.9,7.6,23,-4.6,22.3,12.5,2.1,9.1,14.9,174.3,49.84,402.59
135,추풍령,2010-11,5.7,12.1,-.3,17.1,-6.3,15.1,8.5,3,11,21,213.4,69.13,336.26
135,추풍령,2010-12,-.7,4.4,-5.8,14.4,-12.8,36.3,14,3.5,13.1,23.2,180,59.58,273.21
135,추풍령,2011-01,-5.8,-1.9,-10,1.8,-15.9,3.6,1.6,4.7,11.2,19.2,207.9,66.96,337.63
135,추풍령,2011-02,1.4,7,-4.1,16,-11.1,47.6,38.5,2.9,9.7,14.1,176.7,58.13,334.06
135,추풍령,2011-03,4,9.6,-1.4,19.6,-5.9,20.5,14.5,3.9,11.3,17.5,261.2,70.44,566.57
135,추풍령,2011-04,10.9,17.2,4.5,25.4,-1.4,95.5,33,3.3,10.7,17,216.7,55.11,554.06
135,추풍령,2011-05,16.7,22.3,11,28.3,5.9,163.7,107,2.9,11.6,17.6,181.8,41.63,569.63
135,추풍령,2011-06,21.7,27.5,16.5,31.9,12.5,187.5,63,2.1,7.6,13.2,192.8,44.09,592.53
135,추풍령,2011-07,24.4,28.5,21.3,31.9,18.1,284.7,91,1.8,9.9,16,92.3,20.72,443.54
135,추풍령,2011-08,23.9,27.8,21,31.9,14.8,369.7,109,1.9,11.4,23,77.2,18.41,391.77
135,추풍령,2011-09,19.5,24.8,15,31.5,7.4,59.9,27.5,1.9,8.6,13.2,162.5,43.57,446.12
135,추풍령,2011-10,12.4,18.8,6.5,23.9,-1.5,58.5,41.5,2,9.7,15.5,217.2,62.02,404.92
135,추풍령,2011-11,9.5,14.3,5.5,23.5,-4.8,95.8,43.5,2.5,9,17.1,133,43.07,226.25
135,추풍령,2011-12,-.3,3.7,-4.3,9.9,-9.8,14.8,13,3.6,9.5,15.3,188.4,62.34,252.51
135,추풍령,2012-01,-2.1,2.1,-6.6,8.3,-13.5,19.8,8.5,3.3,8.6,15.3,179.4,57.82,271.31
135,추풍령,2012-02,-2,3,-6.8,12.1,-15.1,1.6,1.1,3.3,9.7,18.3,192.3,60.97,350.89
135,추풍령,2012-03,4.9,9.7,.3,20.3,-5.6,93.8,29,3.7,11.3,20.4,198.4,53.38,411.25
135,추풍령,2012-04,12.5,18.7,6,28.3,-.5,90.6,41,3.7,14.5,23,234.4,59.49,523.98
135,추풍령,2012-05,17.5,23.7,11.6,27.7,7.7,31.3,18,2.5,9.4,15.7,246,56.27,599.05
135,추풍령,2012-06,20.9,25.7,16.6,30.1,12.2,73.8,34.5,2.2,7,10.8,190.1,43.47,523.52
135,추풍령,2012-07,24.6,29.2,20.9,34.7,17.2,228.6,59.5,2,9.3,17.9,197.4,44.37,507.19
135,추풍령,2012-08,24.9,29.2,21.6,33.7,17.5,490.1,129.5,2.4,13.3,23.6,160.9,38.45,420.57
135,추풍령,2012-09,18.6,23.8,14.5,28.3,8.3,282.6,121,2.1,13.2,21.4,196.1,52.69,427.46
135,추풍령,2012-10,12.5,19.1,6.2,23.6,.8,47,26.5,2.2,9.5,17,183.2,52.46,301.84
135,추풍령,2012-11,5.1,9.9,.4,15.4,-5.3,51,17,3.3,10.5,17.2,148.9,48.34,207.41
135,추풍령,2012-12,-3.6,.5,-7.6,7.8,-15.2,55.6,12,3.3,10.6,18.5,152.6,50.51,186.41
135,추풍령,2013-01,-3.2,1.2,-7.6,11.5,-15.6,42.7,31.5,3.5,11.4,17.9,161.3,51.9,217.94
135,추풍령,2013-02,-.7,3.9,-5.2,16.4,-15.8,38.4,15.5,3.4,10.8,16.5,152.2,49.93,248.88
135,추풍령,2013-03,6,13.5,-1.1,25.5,-6.1,48.6,18,3,10.5,18.8,224.8,60.54,400.05
135,추풍령,2013-04,9.4,15.7,3.3,27.6,-1.5,79.2,25,3.5,11.2,21.4,194.3,49.34,386.68
135,추풍령,2013-05,17.6,23.9,11.3,30.3,5,80.8,27.5,2.7,8.5,13.7,224.9,51.46,523.31
135,추풍령,2013-06,22.1,27.1,17.9,30.1,12.1,119.7,77,2,6.7,10.7,161.6,36.95,492.81
135,추풍령,2013-07,25.3,29.8,21.8,32.7,20.1,186.6,86,1.9,8.4,20.2,132.6,29.79,422.86
135,추풍령,2013-08,25.9,31.2,21.8,34,17.6,106.1,26.5,1.8,8.6,16.7,218.2,52.09,511.69
135,추풍령,2013-09,19.3,24.9,14.5,29.5,6,94.8,35,1.7,7.9,10.8,157.3,42.23,380.54
135,추풍령,2013-10,13.5,19.7,8,25.1,1.1,48,20.5,2.3,9.4,15.2,190.6,54.55,351.56
135,추풍령,2013-11,5.5,10.6,.9,19.8,-5.3,48.1,15.4,3.2,11.1,21,179.3,58.21,294.75
135,추풍령,2013-12,.4,4.6,-4.1,11.1,-9.3,27.6,8.7,3.4,9.6,16.6,173.5,57.43,260.68
135,추풍령,2014-01,-.9,4.7,-6.4,11.2,-12.6,6.7,3.1,3,10.1,19,206.4,66.43,314.73
135,추풍령,2014-02,.9,6.4,-4.2,15,-10.5,13.8,4.8,2.5,9.2,14.9,148.8,48.85,320.05
135,추풍령,2014-03,6.8,12.6,1,25.1,-5.2,93.9,22.3,2.9,9.3,16.7,215.2,58.02,479.67
135,추풍령,2014-04,12.6,19.3,6.2,25.3,-2.8,100.6,37.8,3,9,16.1,219.4,55.73,564.9
135,추풍령,2014-05,17.6,24.8,10.3,35,1.7,20.8,7.3,3,10,16.1,305.8,69.99,770.01
135,추풍령,2014-06,20.8,26.1,16.3,30.6,13.5,102.9,45.1,2.4,9,14.5,165.7,37.89,556.37
135,추풍령,2014-07,24,28.9,20,33.1,16.6,74.8,30.4,2.2,7.7,12.7,165,37.06,540.87
135,추풍령,2014-08,22.2,26.2,19.2,30.8,13.2,402.3,83,2.4,10.4,17.6,104.8,24.99,377.2
135,추풍령,2014-09,19.1,25.1,14.1,30,8.4,88.8,63.7,1.8,6.6,9.8,184.5,49.5,455.75
135,추풍령,2014-10,12.6,19.5,6.4,23.5,-.5,121.1,42.9,2,10.4,15.3,207.9,59.47,403.17
135,추풍령,2014-11,7.1,12.6,1.9,17.2,-3.3,78.7,49.4,2.5,10.8,20.7,160.5,52.01,264.89
135,추풍령,2014-12,-2.4,1.9,-6.4,8.8,-12.6,32,9,3.7,10.9,19.7,169.6,56.14,247.15
135,추풍령,2015-01,-1.1,3.3,-5.2,8.5,-10.5,34.3,10.3,3.3,10.6,17.8,177.9,57.29,274.73
135,추풍령,2015-02,.5,5.7,-3.8,10.5,-12.1,30.4,22.1,3.5,10.2,17.6,175.3,57.66,314.36
135,추풍령,2015-03,5.8,12.8,-1.2,23.6,-7.5,47.7,39.8,3.1,11.6,20.3,260.3,70.2,531.91
135,추풍령,2015-04,11.7,17.6,5.9,27.1,.6,100.7,18,2.9,9.8,16.1,174.4,44.34,431.54
135,추풍령,2015-05,18.1,24.9,10.5,31.8,3.1,23.7,8,2.8,12.9,21.6,294.8,67.51,714.56
135,추풍령,2015-06,21,26.8,15.6,31.9,7.4,83.8,43.1,2.2,7.5,12.8,195.1,44.61,560.86
135,추풍령,2015-07,23.3,28,19.6,34.6,12.6,148.3,59.8,2.1,8,15.8,167.7,37.65,492.47
135,추풍령,2015-08,23.8,29.4,19.2,34.8,15.5,89.4,41.2,1.7,10.3,17.2,195.4,46.59,521.84
135,추풍령,2015-09,18.7,24.9,12.9,28.8,8.7,24.2,18,1.9,6.1,10.6,209.2,56.09,472.14
135,추풍령,2015-10,13.8,20.4,7.8,25.2,-.9,79.1,45.1,2.4,9.2,16.2,248,70.82,427.21
135,추풍령,2015-11,8.5,12.2,4.9,20.2,-2.8,127.6,30.1,2.3,9.5,14.7,76.8,24.87,172.32
135,추풍령,2015-12,1.9,6.1,-2.4,11.8,-8.2,39.8,13.5,2.7,9.5,16.4,140.3,46.43,209.81
135,추풍령,2016-01,-2.3,1.8,-6.2,14.2,-16.8,18.9,8.6,3.5,14.3,22.1,182.7,58.88,266.79
135,추풍령,2016-02,.4,5.4,-4.1,13.6,-10.7,34.2,9.5,3.5,10.2,17.6,187.7,59.51,330.87
135,추풍령,2016-03,6.2,12.5,-.2,20.1,-7.9,57.5,32.9,2.7,8.2,12.7,220.6,59.35,478.8
135,추풍령,2016-04,13.4,19.9,6.8,26,1.8,155.8,38.9,2.8,12.8,22.4,208.7,52.97,507.17
135,추풍령,2016-05,18,25,10.6,30.4,6.6,60.1,22.6,2.7,12.5,24,286.1,65.44,690.28
135,추풍령,2016-06,21.7,27.1,16.8,31.5,8.7,45.5,19.4,2.1,7.7,14.9,199.5,45.62,563.07
135,추풍령,2016-07,24.6,29.5,20.7,33.8,17.4,304.4,107.8,2,8,12.3,189.7,42.65,537.69
135,추풍령,2016-08,25.5,31.7,20.7,35.6,14.4,90.6,26.8,2.1,8.8,17.9,248.9,59.47,580.45
135,추풍령,2016-09,20,24.7,16.3,30.5,8.8,187.2,92.1,1.7,6.2,10.9,120.5,32.38,340.1
135,추풍령,2016-10,14.2,18.9,10,24.8,.7,123.8,46.7,2.4,8.7,14.2,129.8,37.17,293.32
135,추풍령,2016-11,6,11.6,.9,19.1,-6.2,30.2,12.8,2.6,9.7,14.7,171.1,55.55,271.11
135,추풍령,2016-12,1.5,6.1,-3,13.9,-8.9,38.9,12.4,3.1,10,16.8,163.9,54.25,239.92
135,추풍령,2017-01,-1.2,3.8,-5.9,12.1,-11.8,20.4,4.5,3.5,9.4,16.1,192.9,62.07,293.88
135,추풍령,2017-02,.3,5.9,-5,15.3,-8.2,45,18,3.7,10.1,17.4,224.3,73.59,385.03
135,추풍령,2017-03,5.5,11.7,-.6,18.7,-4.9,30.9,13.3,3,10.8,16.9,238.2,64.12,491.1
135,추풍령,2017-04,13.4,19.9,6.7,28.3,.3,64.7,17.5,3.2,10.5,17,252.1,64.02,563.55
135,추풍령,2017-05,18.1,24.9,11.2,31.7,6.8,21.3,14.2,3,11.8,21.2,290.7,66.52,680.16
135,추풍령,2017-06,21.5,27.8,15.4,32.7,10.7,60.6,29.8,2.7,7.6,15.3,254.4,58.18,653.34
135,추풍령,2017-07,25.2,30,21.8,33.8,16,273.4,59.7,1.7,9.7,18.9,140.2,31.5,450.85
135,추풍령,2017-08,24,28.9,20.4,34.6,13.4,208.2,73.6,2.2,8.4,15.6,190.6,45.5,498.29
135,추풍령,2017-09,18.8,24.8,13.2,28.1,5.2,105.9,58.2,2,7.5,12.2,218,58.54,481.65
135,추풍령,2017-10,13.7,19.5,8.9,27.1,-1.8,48.2,16.7,2.1,9.7,14.9,173.3,49.6,357.24
135,추풍령,2017-11,5.4,11.6,-.5,20.4,-6.3,17.2,7.1,2.8,11.2,17,212.3,68.93,309.13
135,추풍령,2017-12,-1.6,3.2,-6.3,11,-12.1,26,16.8,3.3,10.2,19.9,187.7,62.13,259.35
135,추풍령,2018-01,-3.4,1.2,-7.6,10.2,-15.9,29.2,11.9,3.7,10.9,19.4,202.5,65.18,307.21
135,추풍령,2018-02,-1.4,4.2,-7.1,13,-14.6,44.3,38.4,3.5,10,18.8,212,69.6,358.17
135,추풍령,2018-03,7.1,13.7,.6,23.5,-6.3,127.7,33,2.9,13.4,22.7,215.9,58.19,467.92
135,추풍령,2018-04,12.7,19.3,5.5,30.9,-1.4,132,33.1,3.2,10.1,18.7,241.4,61.32,552.92
135,추풍령,2018-05,17.3,23.1,11.4,30.4,5.6,81.1,20.2,2.7,10.7,18.8,213.8,48.94,577.31
135,추풍령,2018-06,21.6,27.2,16.5,32.6,11.8,89.6,73.3,2.6,7.6,13.5,210.7,48.18,585.87
135,추풍령,2018-07,25.9,30.9,21.5,36.4,14.7,123.8,53.5,2.2,6.9,14.1,244.3,54.87,617.51
135,추풍령,2018-08,26.3,31.7,21.7,36.7,14.8,335.4,138.5,2.3,10.3,20.3,212.1,50.58,528.9
135,추풍령,2018-09,19,23.7,14.4,27.3,6.6,92.3,39.3,2.3,7.7,14.4,172.9,46.39,415.21
135,추풍령,2018-10,11.5,17.6,6,23.1,.3,196.4,110.9,2.5,15.5,23.4,227,64.93,416.45
135,추풍령,2018-11,6.6,13.1,.7,19.8,-4.8,24.4,20.2,2,9,15.7,185,59.97,283.94
135,추풍령,2018-12,-.4,4.5,-5.1,14.9,-14,28,14.4,3.1,9.7,16.1,190.2,62.96,262.3
136,안동,2010-01,-3.3,2.5,-9.1,8.9,-17.7,14.9,5.5,1.8,6.9,12.6,214.1,69.15,311.76
136,안동,2010-02,1.3,6.8,-3.6,20.6,-12,71.9,28,1.6,6.5,12.9,144.7,47.6,286.18
136,안동,2010-03,4.7,9.7,.3,19.4,-4.3,61.3,16.5,2.1,8.1,15.4,135,36.4,364.67
136,안동,2010-04,9.8,16.1,3.6,26.6,-2.6,45.7,13.5,2.1,7.9,15.8,186.9,47.45,524.83
136,안동,2010-05,17.6,24.4,10.9,32,3.8,105.6,37,1.7,7.1,12.6,207.7,47.45,608.78
136,안동,2010-06,23.2,29.9,17,33.3,6.1,12.5,6,1.4,5.1,9,214.1,48.75,644.5
136,안동,2010-07,26,30.8,22.1,34.8,18.6,100.9,37.5,1.4,6.2,11,136.3,30.55,522.08
136,안동,2010-08,27.3,32.2,23.6,35.6,21.3,447.8,86.5,1.3,8.5,18.2,130.9,31.18,473.33
136,안동,2010-09,21.4,27.1,17.5,33.9,7.6,163.1,36.5,1.3,5.9,9.9,127.5,34.19,408.02
136,안동,2010-10,13.8,20.5,8.9,25.6,-2.5,20.9,7.5,1.2,5.6,9.6,132.6,37.95,356.71
136,안동,2010-11,5.5,13,-.6,18,-7.2,7.6,7,1.6,8.1,13.4,204.7,66.5,322.71
136,안동,2010-12,-.7,5,-5.6,14.7,-12.4,21.6,15.5,2.1,9.4,16.6,196.1,65,267.54
136,안동,2011-01,-5.5,.4,-11.5,3.7,-16.9,.5,.5,2.4,9.2,17.4,237.8,76.86,339.14
136,안동,2011-02,1.4,8.1,-4.7,16.6,-12,53.5,43.5,1.4,6,9.7,170.6,56.16,320.35
136,안동,2011-03,4.6,10.9,-1.7,20.8,-5.9,18.4,14,2.4,8.8,15.7,266.3,71.82,556.09
136,안동,2011-04,11.5,18.3,4.9,26.6,-1.3,78.1,29,2.2,7.5,14.9,209.4,53.19,539.51
136,안동,2011-05,17.5,23.7,11.6,28.7,6.4,151.5,59,1.9,7.8,15.5,184.2,42.1,559.13
136,안동,2011-06,22.6,28.5,17.3,33.4,13.4,284.6,147,1.7,5.9,10.3,187.7,42.74,587.66
136,안동,2011-07,25.5,29.8,22.3,33.7,18.8,247,74.5,1.4,6.2,12.1,125.5,28.13,481.42
136,안동,2011-08,25.1,29.8,21.7,33.7,17.5,222.1,47,1.4,7,12.9,110.6,26.34,446.2
136,안동,2011-09,20.7,26.4,16.2,33.9,7.4,61.6,19,1.3,6.3,9.4,150.8,40.42,436.11
136,안동,2011-10,13.1,20.2,7.6,24.9,-.2,55.6,41,1.2,6.2,11.8,177.6,50.8,392.19
136,안동,2011-11,9.8,15.1,5.2,25.1,-4.8,63.8,28.5,1.5,7.3,12.8,116.7,37.91,236.92
136,안동,2011-12,-.4,5.4,-5.7,10.1,-12.5,14.8,14,1.8,7.5,14.3,192.5,63.81,279.06
136,안동,2012-01,-1.9,4,-7.4,9.1,-14.5,12.7,10,1.7,6.8,12.9,183.8,59.42,294.5
136,안동,2012-02,-1.2,4.9,-7.1,13.6,-18.6,.9,.5,2,7.9,14.3,194.3,61.7,377.66
136,안동,2012-03,5.7,11.2,.3,19.3,-6.2,58.4,15.5,2.2,8.9,15.6,184.1,49.53,444.2
136,안동,2012-04,13.2,20.1,6.7,29.9,-.8,80.8,35,2.3,10.3,19.3,218.4,55.36,567.44
136,안동,2012-05,18.6,25.4,12.3,29.5,8,37.1,22.5,1.7,8.1,15.6,219.6,50.14,634.12
136,안동,2012-06,22.4,28,17.5,32.7,13.7,58.6,25,1.9,6.6,11,170.5,38.82,590.94
136,안동,2012-07,26.1,30.8,22.1,36.1,18.4,173.6,78.5,1.5,6.1,10.1,176.3,39.55,561.23
136,안동,2012-08,26.7,31.5,23.1,38,18.3,353.6,63,1.8,8.4,20.4,142.8,34.06,478.14
136,안동,2012-09,20.3,25.8,16,30.4,7.9,164.3,47,1.3,5.9,12.9,151.8,40.76,432.43
136,안동,2012-10,13.3,20.7,7.5,25.1,0,39.5,22,1.2,5.9,11.1,222.5,63.77,383.16
136,안동,2012-11,5.6,11.5,.3,17.3,-6.1,25.7,11.5,1.8,7.8,14.2,180,58.59,253.92
136,안동,2012-12,-3,1.8,-7.6,8,-15.6,41.8,16,1.8,8,14.1,177.5,58.87,221.26
136,안동,2013-01,-3.2,2.7,-9,13.2,-20.4,27.3,20.5,1.6,7.1,13,198.6,64.13,271.9
136,안동,2013-02,.6,6.4,-4.7,18,-14.5,31.7,22.5,2,7.5,13.9,186.7,61.35,305.48
136,안동,2013-03,7.1,14.9,-.5,25.1,-5.7,43.8,20,1.9,7.7,14.6,262.4,70.69,479.26
136,안동,2013-04,10.5,17,4,28.9,-1,80.6,35,2.2,9.1,15.4,236.9,60.1,467.49
136,안동,2013-05,18.7,25.8,11.9,32.2,4.8,96.8,30.5,1.8,6.6,11.6,266.4,60.86,596.41
136,안동,2013-06,23.2,28.9,18.6,32.5,13.6,187.2,125.5,1.5,6.5,9.7,207.9,47.33,531.36
136,안동,2013-07,26.8,31.5,23.6,33.9,21.1,130.2,60,1.4,5.8,11.9,164,36.79,448.72
136,안동,2013-08,27.4,33,22.8,36,17.9,124.6,51,1.4,10,16.2,255.3,60.87,554.15
136,안동,2013-09,19.9,26.2,15,31.1,9.8,151.2,65.5,1.1,5.3,8.5,156.8,42.08,378.56
136,안동,2013-10,13.7,21.2,8,26.4,0,45.2,28,1.2,6.8,11.4,205.9,58.98,360.08
136,안동,2013-11,4.5,10.8,-.8,21,-9.1,49.3,19.5,1.8,8.4,16.7,191.1,62.13,264.52
136,안동,2013-12,0,5.9,-5.3,10.6,-9.8,12,7.5,1.8,8.2,14.2,195.1,64.69,241.07
136,안동,2014-01,-.6,6.1,-6.9,11.4,-13.3,1.1,.7,1.4,7.4,12.7,214.7,69.35,269.45
136,안동,2014-02,1.9,8.1,-3.8,17.9,-11.8,6.1,2.5,1.4,6.1,10.8,148.8,48.95,277.76
136,안동,2014-03,7.5,14.1,1.2,25.5,-6.3,80.9,26,1.7,7.3,11.6,219.1,59.07,410.26
