,nearby_idx_1,nearby_idx_2,nearby_idx_3,nearby_idx_4,nearby_idx_5,nearby_idx_6,nearby_idx_7,nearby_idx_8,nearby_idx_9,nearby_idx_10,nearby_idx_11,nearby_idx_12,nearby_idx_13,nearby_idx_14,nearby_idx_15,nearby_idx_16,nearby_idx_17,nearby_idx_18,nearby_idx_19,nearby_idx_20,nearby_idx_21,nearby_idx_22,nearby_idx_23,nearby_idx_24,nearby_idx_25,nearby_idx_26,nearby_idx_27,nearby_idx_28
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,471.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469,324.0,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,250.0,1015.0,994.0,1156.0,164.0,1147.0,271.0,497.0,499.0,,,
470,456.0,67.0,983.0,984.0,,,,,,,,,,,,,,,,,,,,,,,,
471,468.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
472,316.0,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,
473,584.0,585.0,589.0,597.0,1029.0,1030.0,560.0,561.0,533.0,1153.0,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,132.0,237.0,252.0,332.0,487.0,602.0,613.0,790.0,629.0,,,,,,,,,,,,,,,,,,,
476,163.0,886.0,915.0,125.0,270.0,122.0,128.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,400.0,479.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,,,,,
479,400.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,,,,,
480,264.0,395.0,506.0,62.0,148.0,411.0,607.0,394.0,502.0,531.0,462.0,131.0,228.0,569.0,459.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,542.0,634.0,374.0,495.0,,
481,1088.0,841.0,231.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,
482,1128.0,903.0,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,263.0,420.0,484.0,392.0,532.0,,,,,,,,,,,,,,,,,,,,,,,
484,263.0,420.0,483.0,392.0,532.0,,,,,,,,,,,,,,,,,,,,,,,
485,222.0,534.0,616.0,577.0,570.0,,,,,,,,,,,,,,,,,,,,,,,
486,1066.0,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487,132.0,237.0,252.0,332.0,602.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
488,917.0,933.0,301.0,968.0,211.0,904.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
489,117.0,151.0,160.0,77.0,83.0,,,,,,,,,,,,,,,,,,,,,,,
490,754.0,260.0,775.0,491.0,860.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
491,754.0,260.0,775.0,490.0,860.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
492,401.0,314.0,345.0,506.0,148.0,49.0,394.0,103.0,158.0,502.0,462.0,131.0,228.0,1075.0,461.0,634.0,374.0,495.0,,,,,,,,,,
493,518.0,179.0,244.0,268.0,269.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
494,612.0,460.0,1064.0,582.0,621.0,622.0,974.0,576.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
495,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,607.0,394.0,502.0,531.0,462.0,131.0,228.0,459.0,461.0,542.0,634.0,374.0,,,,,,
496,69.0,139.0,317.0,7.0,683.0,758.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,,
497,324.0,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,250.0,1015.0,994.0,469.0,1156.0,164.0,1147.0,271.0,499.0,,,
498,400.0,479.0,478.0,512.0,803.0,458.0,424.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,,,,,
499,390.0,1148.0,555.0,250.0,1015.0,469.0,164.0,1147.0,271.0,497.0,,,,,,,,,,,,,,,,,,
500,533.0,1153.0,274.0,307.0,616.0,217.0,510.0,338.0,565.0,564.0,,,,,,,,,,,,,,,,,,
501,834.0,382.0,787.0,365.0,430.0,431.0,,,,,,,,,,,,,,,,,,,,,,
502,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,607.0,394.0,531.0,462.0,131.0,228.0,459.0,461.0,542.0,634.0,374.0,495.0,,,,,,
503,264.0,395.0,62.0,411.0,480.0,607.0,531.0,569.0,459.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,868.0,,,,,,,,,,
504,947.0,257.0,355.0,159.0,248.0,514.0,,,,,,,,,,,,,,,,,,,,,,
505,264.0,395.0,62.0,411.0,480.0,607.0,531.0,569.0,459.0,503.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,868.0,,,,,,,,,,
506,401.0,314.0,345.0,264.0,395.0,492.0,148.0,411.0,480.0,607.0,394.0,502.0,531.0,462.0,131.0,228.0,459.0,461.0,542.0,634.0,374.0,495.0,,,,,,
507,675.0,970.0,774.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,
508,194.0,798.0,512.0,378.0,517.0,803.0,325.0,312.0,509.0,,,,,,,,,,,,,,,,,,,
509,508.0,798.0,400.0,479.0,478.0,512.0,378.0,517.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,524.0,553.0,578.0,554.0,,,,,,,,
510,533.0,1153.0,274.0,307.0,500.0,580.0,217.0,338.0,565.0,564.0,,,,,,,,,,,,,,,,,,
511,588.0,583.0,579.0,863.0,601.0,81.0,1137.0,590.0,199.0,513.0,598.0,,,,,,,,,,,,,,,,,
512,508.0,798.0,400.0,479.0,478.0,378.0,517.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,
513,588.0,583.0,579.0,863.0,601.0,81.0,1137.0,590.0,199.0,511.0,598.0,,,,,,,,,,,,,,,,,
514,504.0,257.0,913.0,885.0,948.0,714.0,814.0,946.0,44.0,57.0,58.0,133.0,200.0,1073.0,,,,,,,,,,,,,,
515,450.0,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,
516,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,518.0,179.0,493.0,244.0,268.0,269.0,425.0,455.0,762.0,194.0,508.0,798.0,512.0,378.0,803.0,325.0,312.0,509.0,,,,,,,,,,
518,179.0,493.0,244.0,268.0,269.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
519,987.0,544.0,880.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,
520,753.0,558.0,568.0,102.0,794.0,309.0,466.0,299.0,266.0,298.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
521,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,379.0,646.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,
524,400.0,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,553.0,578.0,554.0,,,,,,,,,,,,
525,366.0,396.0,427.0,388.0,373.0,303.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
526,445.0,447.0,354.0,810.0,,,,,,,,,,,,,,,,,,,,,,,,
527,777.0,657.0,666.0,914.0,,,,,,,,,,,,,,,,,,,,,,,,
528,916.0,782.0,843.0,956.0,,,,,,,,,,,,,,,,,,,,,,,,
529,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,804.0,88.0,335.0,573.0,,,
530,163.0,886.0,915.0,476.0,125.0,270.0,122.0,128.0,391.0,756.0,,,,,,,,,,,,,,,,,,
531,506.0,62.0,148.0,411.0,480.0,607.0,394.0,502.0,462.0,131.0,228.0,569.0,459.0,449.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,634.0,374.0,495.0,868.0
532,263.0,420.0,484.0,483.0,392.0,,,,,,,,,,,,,,,,,,,,,,,
533,473.0,584.0,585.0,589.0,597.0,1029.0,1030.0,1153.0,307.0,616.0,500.0,217.0,510.0,338.0,,,,,,,,,,,,,,
534,222.0,485.0,616.0,577.0,570.0,,,,,,,,,,,,,,,,,,,,,,,
535,397.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
536,549.0,404.0,405.0,922.0,550.0,540.0,326.0,146.0,538.0,145.0,,,,,,,,,,,,,,,,,,
537,594.0,596.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
538,549.0,404.0,405.0,922.0,536.0,550.0,540.0,326.0,146.0,145.0,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,549.0,404.0,405.0,922.0,536.0,550.0,326.0,146.0,538.0,145.0,,,,,,,,,,,,,,,,,,
541,59.0,899.0,273.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,
542,506.0,62.0,148.0,411.0,480.0,607.0,394.0,502.0,531.0,462.0,131.0,228.0,569.0,459.0,449.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,634.0,374.0,495.0,868.0
543,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,987.0,519.0,880.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,
545,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,79.0,210.0,218.0,140.0,174.0,418.0,135.0,591.0,27.0,547.0,101.0,14.0,3.0,,,,,,,,,,,,,,,
547,79.0,210.0,218.0,418.0,135.0,591.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
548,915.0,106.0,277.0,144.0,1056.0,276.0,,,,,,,,,,,,,,,,,,,,,,
549,286.0,1035.0,404.0,405.0,922.0,536.0,550.0,540.0,538.0,,,,,,,,,,,,,,,,,,,
550,549.0,404.0,405.0,922.0,536.0,540.0,326.0,146.0,538.0,145.0,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
553,400.0,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,578.0,554.0,,,,,,,,,,,,
554,400.0,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,,,,,,,,,,,,
555,324.0,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,250.0,1015.0,994.0,469.0,1156.0,164.0,1147.0,271.0,497.0,499.0,,,
556,788.0,902.0,1093.0,1097.0,706.0,992.0,957.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,
557,346.0,729.0,859.0,436.0,185.0,1051.0,,,,,,,,,,,,,,,,,,,,,,
558,753.0,568.0,102.0,348.0,1062.0,25.0,690.0,521.0,571.0,926.0,794.0,309.0,466.0,299.0,408.0,266.0,407.0,310.0,298.0,520.0,134.0,1124.0,552.0,61.0,587.0,28.0,721.0,88.0
559,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,473.0,584.0,585.0,589.0,597.0,1029.0,1030.0,561.0,1153.0,,,,,,,,,,,,,,,,,,,
561,473.0,584.0,585.0,589.0,597.0,1029.0,1030.0,560.0,1153.0,,,,,,,,,,,,,,,,,,,
562,788.0,902.0,1093.0,1097.0,706.0,992.0,957.0,556.0,600.0,605.0,,,,,,,,,,,,,,,,,,
563,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
564,274.0,307.0,500.0,217.0,510.0,338.0,566.0,22.0,565.0,,,,,,,,,,,,,,,,,,,
565,274.0,307.0,500.0,217.0,510.0,338.0,566.0,22.0,564.0,,,,,,,,,,,,,,,,,,,
566,22.0,565.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,
567,366.0,396.0,427.0,388.0,373.0,525.0,303.0,337.0,,,,,,,,,,,,,,,,,,,,
568,753.0,558.0,102.0,348.0,1062.0,25.0,690.0,521.0,571.0,926.0,794.0,309.0,466.0,299.0,408.0,266.0,407.0,310.0,298.0,520.0,134.0,1124.0,552.0,61.0,587.0,28.0,721.0,88.0
569,62.0,411.0,480.0,607.0,531.0,459.0,449.0,503.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,868.0,,,,,,,,,,,
570,222.0,534.0,485.0,616.0,577.0,,,,,,,,,,,,,,,,,,,,,,,
571,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
572,64.0,333.0,170.0,255.0,91.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
573,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,335.0,,,
574,292.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,612.0,460.0,494.0,1064.0,582.0,621.0,622.0,974.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
577,222.0,534.0,485.0,616.0,570.0,,,,,,,,,,,,,,,,,,,,,,,
578,400.0,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,554.0,,,,,,,,,,,,
579,588.0,583.0,863.0,601.0,81.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
580,1153.0,274.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,612.0,460.0,494.0,1064.0,621.0,622.0,974.0,576.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
583,588.0,579.0,863.0,601.0,81.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
584,473.0,585.0,589.0,597.0,1029.0,1030.0,560.0,561.0,533.0,1153.0,,,,,,,,,,,,,,,,,,
585,473.0,584.0,589.0,597.0,1029.0,1030.0,560.0,561.0,533.0,1153.0,,,,,,,,,,,,,,,,,,
586,71.0,882.0,226.0,357.0,669.0,,,,,,,,,,,,,,,,,,,,,,,
587,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
588,583.0,579.0,863.0,601.0,81.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
589,473.0,584.0,585.0,597.0,1029.0,1030.0,560.0,561.0,533.0,1153.0,,,,,,,,,,,,,,,,,,
590,588.0,583.0,579.0,863.0,601.0,81.0,1137.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
591,79.0,210.0,218.0,418.0,135.0,547.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
592,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,609.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
594,537.0,596.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
595,170.0,255.0,55.0,265.0,619.0,673.0,,,,,,,,,,,,,,,,,,,,,,
596,537.0,594.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
597,473.0,584.0,585.0,589.0,1029.0,1030.0,560.0,561.0,533.0,1153.0,,,,,,,,,,,,,,,,,,
598,588.0,583.0,579.0,863.0,601.0,81.0,1137.0,590.0,199.0,513.0,511.0,,,,,,,,,,,,,,,,,
599,324.0,80.0,82.0,2.0,371.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
600,788.0,902.0,1093.0,1097.0,706.0,992.0,957.0,556.0,562.0,605.0,,,,,,,,,,,,,,,,,,
601,588.0,583.0,579.0,863.0,81.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
602,132.0,237.0,252.0,332.0,487.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1120.0,643.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,
605,788.0,902.0,1093.0,1097.0,706.0,992.0,957.0,556.0,562.0,600.0,,,,,,,,,,,,,,,,,,
606,1091.0,973.0,254.0,620.0,617.0,1092.0,253.0,935.0,448.0,95.0,,,,,,,,,,,,,,,,,,
607,506.0,62.0,148.0,411.0,480.0,394.0,502.0,531.0,462.0,131.0,228.0,569.0,459.0,449.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,634.0,374.0,495.0,868.0
608,379.0,646.0,625.0,628.0,626.0,,,,,,,,,,,,,,,,,,,,,,,
609,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
610,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,529.0,804.0,88.0,335.0,573.0,,,
611,319.0,1003.0,130.0,866.0,17.0,964.0,,,,,,,,,,,,,,,,,,,,,,
612,460.0,494.0,1064.0,582.0,621.0,622.0,974.0,576.0,630.0,,,,,,,,,,,,,,,,,,,
613,132.0,237.0,252.0,332.0,487.0,602.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
614,604.0,1120.0,643.0,,,,,,,,,,,,,,,,,,,,,,,,,
615,688.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,
616,533.0,222.0,534.0,485.0,307.0,500.0,577.0,217.0,338.0,570.0,,,,,,,,,,,,,,,,,,
617,1091.0,606.0,973.0,254.0,620.0,1092.0,253.0,935.0,448.0,95.0,,,,,,,,,,,,,,,,,,
618,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,170.0,255.0,55.0,265.0,595.0,673.0,,,,,,,,,,,,,,,,,,,,,,
620,1091.0,606.0,973.0,254.0,617.0,1092.0,253.0,935.0,448.0,95.0,,,,,,,,,,,,,,,,,,
621,612.0,460.0,494.0,1064.0,582.0,622.0,974.0,576.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
622,612.0,460.0,494.0,1064.0,582.0,621.0,974.0,576.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
623,285.0,206.0,901.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,608.0,628.0,626.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,
626,625.0,608.0,628.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,
627,379.0,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,
628,625.0,608.0,626.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,
629,132.0,237.0,252.0,332.0,487.0,602.0,613.0,790.0,475.0,,,,,,,,,,,,,,,,,,,
630,612.0,460.0,494.0,1064.0,582.0,621.0,622.0,974.0,576.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
631,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
632,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,,,,,,,,,,,,
633,242.0,275.0,454.0,453.0,311.0,150.0,748.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
634,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,607.0,394.0,502.0,531.0,462.0,131.0,228.0,459.0,461.0,542.0,374.0,495.0,,,,,,
635,264.0,395.0,62.0,411.0,480.0,607.0,531.0,569.0,459.0,503.0,505.0,24.0,41.0,42.0,93.0,94.0,542.0,868.0,,,,,,,,,,
636,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,632.0,,,,,,,,,,,,
638,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,99.0,43.0,18.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,
640,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,96.0,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,604.0,1120.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,
644,671.0,52.0,658.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,379.0,608.0,523.0,175.0,281.0,352.0,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,69.0,139.0,317.0,7.0,683.0,758.0,496.0,1080.0,13.0,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,236.0,240.0,942.0,8.0,111.0,109.0,347.0,30.0,874.0,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,828.0,204.0,759.0,243.0,853.0,119.0,731.0,678.0,700.0,793.0,,,,,,,,,,,,,,,,,,
657,777.0,896.0,527.0,666.0,914.0,,,,,,,,,,,,,,,,,,,,,,,
658,671.0,52.0,644.0,676.0,260.0,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,180.0,847.0,1040.0,26.0,45.0,205.0,665.0,230.0,213.0,681.0,121.0,679.0,262.0,,,,,,,,,,,,,,,
661,1101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,346.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,928.0,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,660.0,847.0,1040.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,
666,777.0,896.0,657.0,527.0,914.0,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,71.0,586.0,882.0,226.0,357.0,,,,,,,,,,,,,,,,,,,,,,,
670,96.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,52.0,644.0,658.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,
672,142.0,837.0,361.0,846.0,70.0,689.0,954.0,,,,,,,,,,,,,,,,,,,,,
673,170.0,255.0,55.0,265.0,595.0,619.0,,,,,,,,,,,,,,,,,,,,,,
674,178.0,348.0,926.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,970.0,507.0,774.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,
676,671.0,52.0,644.0,658.0,260.0,,,,,,,,,,,,,,,,,,,,,,,
677,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,759.0,656.0,700.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,
679,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,230.0,213.0,681.0,121.0,262.0,29.0,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,230.0,213.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
682,806.0,434.0,822.0,677.0,733.0,878.0,812.0,941.0,428.0,432.0,,,,,,,,,,,,,,,,,,
683,12.0,69.0,139.0,317.0,7.0,758.0,496.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,
684,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,259.0,113.0,1110.0,23.0,169.0,440.0,720.0,90.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,,
686,1042.0,783.0,1103.0,951.0,982.0,463.0,887.0,,,,,,,,,,,,,,,,,,,,,
687,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,142.0,837.0,361.0,846.0,672.0,70.0,954.0,1047.0,,,,,,,,,,,,,,,,,,,,
690,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,850.0,764.0,725.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
694,138.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
695,789.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,
696,259.0,113.0,1110.0,23.0,169.0,440.0,685.0,720.0,90.0,732.0,1123.0,1122.0,760.0,,,,,,,,,,,,,,,
697,1111.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,759.0,656.0,678.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,917.0,933.0,301.0,968.0,211.0,904.0,488.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
704,836.0,1130.0,996.0,,,,,,,,,,,,,,,,,,,,,,,,,
705,718.0,912.0,898.0,925.0,37.0,924.0,48.0,,,,,,,,,,,,,,,,,,,,,
706,788.0,902.0,1093.0,1097.0,992.0,556.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,,
707,709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,850.0,764.0,725.0,693.0,,,,,,,,,,,,,,,,,,,,,,,,
